,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu10916,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__Ktedonobacter,D_6__bacterium SOSP1-1
Zotu16457,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured bacterium
Zotu14700,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Hymenobacteraceae,D_5__Adhaeribacter,D_6__uncultured soil bacterium
Zotu12163,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,,,,
Zotu6658,0,0,1,0,0,2,0,0,1,0,1,1,0,1,4,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,2,0,2,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,,,,
Zotu1660,0,0,2,1,2,4,5,2,4,0,2,3,2,2,4,1,2,0,5,0,0,3,0,1,0,0,3,4,2,1,1,1,3,1,8,2,0,4,1,5,11,1,1,4,8,4,0,6,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
Zotu18164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured bacterium
Zotu17852,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__uncultured,
Zotu17135,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,D_4__uncultured actinobacterium,D_5__,D_6__
Zotu13254,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__ADurb.Bin063-1,D_6__uncultured Verrucomicrobia bacterium
Zotu17332,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1,0,3,3,0,0,0,0,1,0,3,0,0,0,1,0,2,1,3,2,0,1,0,2,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Aquisphaera,
Zotu5698,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,2,17,0,0,0,0,0,1,4,6,0,0,4,0,3,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Brevundimonas,
Zotu10373,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,1,2,0,0,0,0,2,1,0,5,0,1,3,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__AKYG1722,D_5__uncultured bacterium,D_6__
Zotu4837,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,2,6,1,0,0,2,0,2,1,3,3,0,2,1,1,1,0,0,4,0,1,1,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__uncultured bacterium C2-12,D_5__,D_6__
Zotu13161,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__Babeliaceae,D_5__uncultured bacterium,D_6__
Zotu5100,0,0,1,2,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,2,0,1,3,0,1,1,1,0,0,3,0,1,0,1,2,1,2,0,0,0,0,0,0,2,3,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
Zotu7247,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,4,0,0,0,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Verrucomicrobiaceae,D_5__uncultured,D_6__uncultured Verrucomicrobia bacterium
Zotu14992,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales,D_4__Erysipelotrichaceae,,
Zotu15894,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,D_6__uncultured bacterium
Zotu8118,0,0,4,0,0,0,0,2,0,0,0,5,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,1,0,2,0,0,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Haliangiaceae,D_5__Haliangium,D_6__uncultured bacterium
Zotu11191,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Phenylobacterium,D_6__Phenylobacterium sp. HKS-05
Zotu5368,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,2,0,1,2,0,2,0,0,1,0,1,0,1,0,1,0,3,0,1,1,0,0,1,0,0,1,1,3,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__uncultured,D_4__uncultured bacterium,D_5__,D_6__
Zotu8123,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,1,3,0,0,0,1,1,0,0,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Reyranellales,D_4__Reyranellaceae,D_5__Reyranella,D_6__metagenome
Zotu14612,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,2,0,0,1,D_0__Bacteria,D_1__Armatimonadetes,D_2__uncultured,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu8527,0,0,2,4,2,1,1,1,0,0,2,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Holophagae,D_3__Subgroup 7,,,
Zotu14424,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__uncultured,
Zotu16688,0,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Marmoricola,
Zotu13078,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__Bdellovibrio,D_6__uncultured soil bacterium
Zotu10897,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,1,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__S-BQ2-57 soil group,D_4__uncultured bacterium,D_5__,D_6__
Zotu5725,0,0,1,0,1,1,0,0,2,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,2,1,0,2,0,1,1,4,1,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__OM190,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu2864,0,0,3,0,0,1,2,1,0,1,0,0,0,1,1,0,4,13,1,2,0,0,0,0,3,3,6,0,0,0,2,1,1,6,0,0,5,0,4,0,0,0,0,1,0,1,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Microvirga,D_6__uncultured bacterium
Zotu13935,0,0,1,2,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__uncultured bacterium,D_6__
Zotu4782,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,1,4,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__bacteriap25,,
Zotu8526,0,0,2,0,0,0,0,0,0,3,0,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__metagenome,D_6__
Zotu9895,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Kaistiaceae,D_5__Kaistia,
Zotu5690,0,0,1,0,0,0,0,1,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__11-24,,,
Zotu17333,0,0,2,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__uncultured,D_6__metagenome
Zotu17787,0,0,2,0,0,1,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,D_0__Bacteria,D_1__Elusimicrobia,D_2__Lineage IIa,,,,
Zotu4777,0,0,3,0,0,0,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,5,0,0,0,1,0,7,0,0,2,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__uncultured,
Zotu17423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__uncultured planctomycete,D_6__
Zotu12883,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,1,3,D_0__Bacteria,D_1__Actinobacteria,D_2__Rubrobacteria,D_3__Rubrobacterales,D_4__Rubrobacteriaceae,D_5__Rubrobacter,D_6__uncultured Actinomycetales bacterium
Zotu8664,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__OPB56,D_4__metagenome,D_5__,D_6__
Zotu5099,0,0,5,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,3,1,4,2,0,0,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Paenibacillaceae,D_5__Paenibacillus,D_6__Paenibacillus taihuensis
Zotu17411,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,D_4__uncultured bacterium,D_5__,D_6__
Zotu11954,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Thermoactinomycetaceae,D_5__Shimazuella,D_6__uncultured bacterium
Zotu12254,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,D_0__Bacteria,D_1__Elusimicrobia,D_2__Elusimicrobia,D_3__Lineage IV,D_4__uncultured bacterium,D_5__,D_6__
Zotu16806,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,
Zotu15158,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,2,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Gemmata,D_6__uncultured bacterium
Zotu14451,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Polyangiaceae,D_5__uncultured,D_6__uncultured bacterium
Zotu16101,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,D_0__Bacteria,D_1__Armatimonadetes,D_2__uncultured,D_3__uncultured soil bacterium,D_4__,D_5__,D_6__
Zotu13059,0,0,1,0,5,1,0,1,0,0,0,2,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Microscillaceae,D_5__Chryseolinea,Ambiguous_taxa
Zotu14642,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,
Zotu13815,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Opitutaceae,D_5__Opitutus,
Zotu9053,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Acidobacteriales,D_4__Acidobacteriaceae (Subgroup 1),D_5__uncultured,
Zotu2600,0,0,3,1,0,1,0,1,1,1,2,2,3,1,0,3,1,0,1,0,0,3,3,0,0,0,1,2,4,3,0,0,0,0,3,4,0,1,1,1,7,0,1,3,18,3,0,6,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,,
Zotu16097,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Candidatus Solibacter,
Zotu12727,0,0,1,0,0,1,0,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Lysobacter,Ambiguous_taxa
Zotu18325,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Phaselicystidaceae,D_5__Phaselicystis,
Zotu10966,0,0,1,1,0,1,0,0,0,0,0,2,3,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,D_5__uncultured bacterium,D_6__
Zotu8418,0,0,1,0,0,0,2,1,0,3,0,0,1,0,1,1,0,5,1,1,0,0,0,0,0,2,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Streptosporangiaceae,D_5__Planotetraspora,Ambiguous_taxa
Zotu2105,0,0,2,2,1,1,0,2,3,0,4,6,3,1,5,0,0,0,2,0,0,3,2,0,1,0,1,1,1,0,1,0,2,0,5,1,0,1,2,0,13,0,0,2,24,5,0,5,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
Zotu5367,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,5,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,2,0,1,0,2,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,
Zotu4766,0,0,2,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,4,0,1,0,3,3,D_0__Bacteria,D_1__Entotheonellaeota,D_2__Entotheonellia,D_3__Entotheonellales,D_4__Entotheonellaceae,D_5__uncultured bacterium,D_6__
Zotu11472,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,3,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Thermomonosporaceae,D_5__Actinoallomurus,Ambiguous_taxa
Zotu10905,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__RCP2-54,D_4__uncultured bacterium,D_5__,D_6__
Zotu14866,0,0,2,0,0,0,4,3,0,0,4,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,
Zotu7627,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,1,1,0,1,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,,
Zotu13236,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__PLTA13,D_4__metagenome,D_5__,D_6__
Zotu13779,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,Ambiguous_taxa,D_6__
Zotu13772,0,0,1,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__BIrii41,D_5__uncultured bacterium,D_6__
Zotu2676,0,0,1,1,0,2,1,4,0,1,1,4,0,1,5,1,0,0,0,0,2,0,2,1,9,0,0,6,2,2,5,0,4,0,1,0,5,1,0,0,0,0,14,8,2,0,2,7,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micropepsales,D_4__Micropepsaceae,D_5__uncultured,D_6__uncultured proteobacterium
Zotu17363,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__uncultured Caldilineaceae bacterium,D_5__,D_6__
Zotu8144,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,7,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Haliangiaceae,D_5__Haliangium,
Zotu9413,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Polyangiaceae,D_5__Pajaroellobacter,
Zotu6351,0,0,2,0,0,4,1,1,2,2,0,0,0,0,0,2,0,2,1,2,4,1,1,1,2,0,2,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,1,0,0,1,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Candidatus Solibacter,
