Gene,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
Pme_Cdeg,1312.216,1451.79,1525.971,1535.338,1339.578,1383.123,1498.856,1624.478,1433.54,1064.364,1527.736,1507.063,1187.758,1036.458,1098.865,874.2412,1517.622,1709.215,1332.585,2795.882,1437.197,1124.701,1101.756,1665.131,1157.038,1443.795,1547.363,1954.87,1505.292,1032.463,1401.156,1468.524,1187.809,1197.466,1306.716,1559.934,789.7093,1489.114,1759.884,1228.085,815.1086,1278.524,1333.894,1250.763,0,1105.384,1154.107,797.2111
Poba,48157.7197,50522.494,53881.6106,51450.3975,52695.2123,50928.451,49873.7012,51139.6247,51489.48,52156.3753,48051.407,55851.7011,53664.7773,47716.4906,52821.3748,58276.53,50494.5329,52618.0648,54389.1808,51157.4303,53810.0865,55962.3299,48879.7728,54901.0515,49556.8234,53653.3517,54674.2636,56771.2469,53220.3523,54179.2554,53372.4781,50459.4111,52436.3292,49707.0393,50454.6204,48529.8502,50804.0722,50664.0166,57034.4036,51028.738,54617.8745,52880.8288,52354.1611,54731.4229,53098.359,49611.2697,49037.7964,51781.2389
Por_DiC4HB,2238.9711,2181.0559,2709.8346,2589.1932,2367.725,2487.486,2203.4565,1956.6566,1945.051,2461.8093,2182.1061,2200.993,2296.7378,2490.5999,2407.8324,1843.1471,2200.5109,2202.1161,2071.6904,3150.292,2343.4922,2076.4603,2107.8322,2146.0902,2195.6591,1941.5145,2045.5355,2162.4572,1746.027,2045.3287,2420.5052,1955.2951,1918.6456,2437.5379,2221.7252,2277.9963,2106.1617,2570.563,2691.125,2003.9704,1981.4553,1849.7617,1813.7699,1976.6809,1828.0232,1995.6438,1939.8386,1752.8559
Ppk,42929.337,42564.61,38112.813,38868.036,42227.187,39856.551,39247.995,40263,39930.162,37179.348,40286.748,37968.739,41135.606,37495.512,37641.105,37673.871,40402.038,45290.501,40132.6,41145.431,39343.161,40220.889,40076.96,40040.167,40392.331,43833.225,37700.215,39262.259,41652.925,40862.448,41399.111,43573.789,47548.2284,38902.126,40358.469,36691.501,43814.144,39625.911,39661.635,39131.377,39705.9808,42354.445,40776.3296,37611.1486,39800.345,39129.058,38546.532,39178.528
Ppx,114766.967,117222.6401,117286.4408,116287.7253,110297.0522,117104.1331,114730.588,109899.033,100465.869,108059.4408,100301.5983,106939.2438,111724.6829,110617.5944,116046.9458,109948.835,99889.4644,102889.5183,107669.1868,113385.0956,109992.7333,110083.0785,106833.7208,99968.0709,110216.9099,104106.5663,110852.1298,114727.8204,104135.4272,109739.4738,109734.6934,104771.9389,101717.026,115301.375,115446.9203,112378.6061,107946.8044,115829.9016,122148.2401,112370.5451,109944.939,108686.5629,103350.3684,107506.5924,102923.8754,113999.0402,109882.1562,110780.615
PRI,57383.404,61377.295,60129.223,59228.902,59093.16,60255.8019,62612.871,51112.4156,47691.567,58969.208,55436.325,60125.0116,58477.896,53518.2305,56736.32,51575.0687,52697.948,57605.7782,62732.9368,60478.1305,58913.3987,58430.4854,58949.4354,54724.77,54163.431,54672.3982,61056.1864,51886.2526,52325.6891,54596.009,56304.2627,57398.01,52742.2114,62483.802,62524.833,58793.241,57448.679,64171.229,61138.115,61382.719,58553.4688,56363.5465,56002.7496,53130.7769,55193.8006,56615.2512,57599.8296,54640.0105
PRK,8245.573,8704.499,8603.455,8462.143,8819.066,8104.128,8577.54,8113.341,7712.879,8342.145,8044.947,7594.454,7838.807,7808.662,8001.81,9326.027,7419.986,8797.505,7450.696,7911.663,7810.846,7645.24,7570.404,7668.911,7977.424,8600.353,8617.22,8984.202,7863.172,6812.543,8224.113,7363.568,7008.641,8770.479,8205.313,8787.143,7539.711,8539.568,9617.431,8471.454,7613.094,8687.775,8672.222,7891.316,6503.142,7788.972,7398.137,7610.688
PrnD,2196.142,1920.459,1938.596,2046.192,2599.231,2391.296,1973.345,2363.239,2247.081,2574.427,1611.339,1988.896,2468.65,2136.039,2018.246,3708.445,2567.006,2881.353,2480.237,2539.076,2637.094,2714.229,2590.223,2694.627,2341.387,3053.936,1955.415,2783.47,2757.305,2682.303,2746.404,3010.523,3597.143,2448.88,2200.13,2401.143,2466.279,2461.485,2482.796,2557.261,2112.978,2964.823,2990.863,2907.269,2781.065,3269.986,2506.39,3058.587
ProO,3747.175,3311.916,3762.666,3718.94,3269.562,3674.184,3655.665,3357.51,2017.026,3424.707,3246.135,4101.079,3435.856,3077.027,3426.636,3418.581,3050.068,3562.76,3445.395,3589.854,3145.068,2907.856,3284.3283,2916.779,3061.031,2899.1999,3349.1177,2803.4544,2779.2069,3121.807,2927.493,2830.1371,3206.5785,3614.752,3776.892,3456.814,3110.51,3415.843,3759.854,3078.921,3127.5106,2893.899,2612.1626,3412.1292,2813.8471,3537.178,3389.77,2911.0099
ProV,13507.294,12256.408,12499.023,12041.069,12275.279,12432.884,12040.339,11644.259,12186.661,12022.8023,11638.1883,11926.9283,11488.8563,10789.6655,11273.5714,14591.11,11729.9226,12299.527,11339.619,12196.053,11765.4849,12200.268,10564.493,10260.054,13227.342,13797.028,11793.377,11479.339,11367.703,12009.953,11993.288,11827.025,11653.678,12439.935,11971.261,12215.237,12445.094,12130.032,11810.273,12071.581,13169.03,13122.046,11392.502,13174.541,11532.151,12492.504,11479.9256,11918.179
ProW,2646.081,2695.659,2875.296,2996.319,2812.131,2469.903,2563.225,2522.586,1858.831,2310.559,1829.315,2312.649,2306.376,2177.746,2568.961,2694.639,2105.736,2258.323,2637.036,3107.481,2830.863,2304.562,2531.859,2258.635,2235.18,2334.375,2865.666,2780.172,2031.124,2325.563,2291.256,2365.559,2125.182,2403.482,2731.592,2193.669,1831.494,2714.362,3854.106,2227.342,2176.301,1974.361,2041.059,2259.32,1671.081,1987.349,2391.77,2051.635
PsaA_5f0_Mn,12225.375,12458.943,13152.941,13356.563,13024.728,13194.146,12542.567,11651.146,9430.927,10778.555,10423.852,10541.4,10956.15,9951.973,11269.239,10603.164,10268.874,9542.767,10689.549,11024.298,10079.052,9680.881,10660.166,9454.86,10006.779,8568.726,10410.518,8513.57,8667.987,8682.85,9257.261,8592.527,11396.231,14389.46,14658.726,13788.187,8986.823,14772.66,15620.971,10744.929,9864.192,9482.636,9316.114,8610.501,8614.978,8331.97,9249.304,9398.019
PspA,11274.225,12149.0967,12208.7091,12159.482,11934.8593,11673.501,11197.6961,13442.2762,10668.188,11943.5372,8690.8484,10330.0628,12963.3817,11439.8542,11641.2647,15291.4685,12538.8724,13605.3709,13516.735,14181.372,14026.2279,13059.2818,13043.5414,11054.1249,14079.8126,12915.0781,11656.1967,12605.1231,14156.343,14420.6647,12813.5831,14068.9719,14589.6205,12220.234,10909.2863,12113.0265,12617.2256,12591.3577,9964.862,11859.4179,12860.1483,12798.0387,15106.1344,12237.942,12760.9216,13090.217,12842.4383,11998.219
PspB,13941.262,12817.08,12718.006,12597.427,12343.906,12276.952,13622.338,13357.766,12254.615,14826.53,12515.926,13557.811,15473.071,14187.465,16207.407,15926.454,13217.842,15398.724,16295.34,15076.516,17472.127,15729.281,14049.962,12459.937,14283.915,15307.098,13809.676,13512.268,14339.549,16445.533,13682.901,15963.815,16723.582,14170.303,13099.313,13647.339,17604.915,14107.561,11121.927,14060.755,16457.751,15547.2,15562.772,16490.894,16360.256,14842.994,14811.549,15438.362
PspC,4060.232,3814.603,3853.062,4287.979,3810.166,4163.933,4425.484,4273.975,1848.096,3984.845,4160.636,4378.58,4024.011,3985.669,4271.684,2948.125,3326.632,3371.495,3761.772,4019.086,3414.002,3530.716,3904.617,3476.049,3725.209,3343.972,3586.312,3851.374,3314.583,3044.687,3799.841,3163.638,2911.0638,4544.146,4806.647,4013.364,3451.818,4818.164,5028.284,4146.653,3514.462,3263.7164,3103.7536,3622.18,3530.481,3986.237,3532.427,3289.88
PspF,8543.614,8094.994,7908.642,8105.593,9664.0023,8881.784,7353.778,11753.7966,8136.104,10025.6572,7127.52,9045.9381,10518.0373,8879.237,8065.487,14951.7006,8886.284,10415.361,9731.327,9815.577,10107.017,8909.144,8276.909,7408.369,10028.006,11400.221,9389.428,9333.9016,10400.5186,9515.1958,10602.8975,10341.7,13454.902,9437.8661,7925.673,9318.594,9471.8729,8435.558,7864.332,9631.7547,9747.1121,9632.1029,10504.4596,8471.573,11608.2777,11330.6552,10127.5475,10950.8208
PstA,41677.3216,42712.061,42130.6098,42536.2373,42203.1803,44494.957,41099.832,41380.3259,37687.522,39573.043,40728.1999,38480.8999,39362.547,40024.206,41275.146,44471.3948,38312.751,41023.9287,41486.9768,40803.836,39800.8569,40308.4108,42220.5295,38131.0827,41590.482,41205.2381,44151.604,45630.502,40316.3449,41154.075,41744.445,41610.2815,40024.4821,43950.2836,42530.5103,42963.3338,39452.372,42638.823,44567.781,41235.965,43571.0167,42402.5306,43423.2888,44019.405,41491.303,45748.744,43122.1921,43184.425
PstB,34998.8107,32921.4588,34039.2163,34494.5532,31693.9914,36096.6129,33646.6699,30378.9654,28355.153,33987.2183,31993.1063,32762.7214,30893.0486,36016.4911,33888.9388,34118.2718,29547.0378,29661.3396,32519.6176,29638.885,30186.9718,31299.8141,30606.3569,26456.441,30711.4533,28910.9368,31890.3937,30169.881,26910.0128,31654.6402,31485.3528,30176.4574,32080.4024,33924.9629,32503.1563,32167.5118,31076.3806,30761.29,34124.8966,33696.1308,32348.6589,28678.0313,31380.227,30637.9936,31295.5094,34969.6521,33093.1813,30966.0671
PstC,19662.372,21754.8902,22574.2777,21322.0147,20174.7958,23425.265,20424.0683,19583.8039,21020.808,18892.642,23164.5106,20912.7218,17124.6645,19986.895,22077.6192,18233.545,21364.255,15318.4971,16750.6765,17478.0676,17357.6919,17857.724,17716.9336,18250.613,19733.2008,16862.0654,20006.5925,16876.3565,18345.1224,18092.6689,16559.7715,18405.4347,17496.3148,17457.485,22536.9493,20921.2771,18697.8232,18185.2305,17737.5123,19192.6331,20206.5073,18709.6831,16852.2367,17474.3925,18512.6676,19483.8519,19303.6505,18401.5721
PstS,1028.168,1615.015,1681.44,1599.183,1921.613,1584.244,1402.754,1227.445,2345.112,1608.288,1587.94,1660.599,2037.801,1294.495,1700.421,2814.52,1463.018,1735.437,1498.591,1766.271,1743.769,1542.072,1479.373,1803.302,1349.907,2092.788,1391.821,1776.964,1876.222,1463.551,1768.533,1850.405,1718.586,1678.455,1539.433,1640.19,1888.535,1464.451,1924.202,1819.9,1527.126,2077.016,1819.75,1781.26,1953.551,1448.118,1440.964,1322.636
Pula,4598.07,4830.109,4667.353,5073.429,5334.565,4759.518,4301.182,6515.629,4664.327,4813.683,3682.111,4696.743,5518.309,4260.283,4444.58,7195.065,4973.841,5900.048,5858.925,6379.356,5835.061,6436.41,4981.47,5352.533,7436.594,6874.628,5278.091,5597.572,7114.577,6410.368,6796.715,6532.573,7214.241,5336.859,5063.4,4917.284,5919.536,5087.124,5028.555,4984.956,6192.153,6754.981,7349.858,6057.146,6299.879,5890.141,5921.423,6893.623
Rd,0,0,630.4221,626.5834,783.1447,0,0,788.8907,0,540.407,968.1247,0,618.6141,0,0,838.7765,0,595.7535,576.3858,670.7139,640.3042,0,0,0,0,679.5693,672.701,699.6128,1393.674,828.1229,788.983,698.9042,591.3616,2041.626,0,0,611.3653,554.3151,0,752.236,673.7553,1003.836,656.2219,0,0,629.3683,0,697.0128
RdRp_Alphaflexiviridae,912.5468,986.1066,824.7021,891.0825,946.2074,880.4657,869.7424,1098.944,1277.236,779.7473,979.6128,794.0898,1220.311,1237.773,887.0419,730.6169,950.5563,1494.99,1064.042,1028.649,1095.212,898.5738,952.4809,1126.512,1194.484,1403.649,1074.6,1084.612,1314.879,1333.881,1472.563,1014.037,1059.533,1004.155,651.0949,922.0322,999.538,838.3698,921.7111,1053.147,1214.624,1079.541,1082.197,989.4125,1276.5,1110.192,989.618,1052.998
RdRp_Caliciviridae,10267.518,8658.839,10601.97,9235.785,8679.693,9493.642,9709.527,7340.201,6415.942,9242.781,8650.394,8690.505,9486.338,8614.284,9949.389,7544.749,7915.583,7897.46,8388.231,8824.566,8661.955,8255.348,8533.504,9201.636,10626.863,7595.611,9581.367,12949.49,6787.216,7617.522,9870.912,9282.555,6776.665,8595.351,8254.169,8435.779,10620.414,9225.267,10447.262,9823.583,7666.935,7815.418,10467.496,8061.326,7308.237,9622.311,9290.347,8640.216
RdRp_Nepovirus,4077.206,4095.348,4106.215,4434.465,3877.308,4338.864,4145.129,3652.486,3296.459,3741.027,3637.713,3320.752,3433.835,3823.252,4106.257,3226.102,3636.034,3346.824,3934.835,3683.9,3350.48,4390.523,2951.924,2942.016,4481.81,3631.718,3879.817,3684.435,3589.95,3840.545,3423.659,3516.272,3565.648,4323.619,4497.211,4087.374,3691.906,4439.797,3478.969,4428.347,4069.018,3920.043,3215.651,4429.236,3681.628,4338.565,3898.418,3522.198
RdRp_Picornavirales,18212.107,17584.925,18710.553,19851.705,16965.378,19199.7,18856.819,12645.0479,13651.826,15262.3107,18741.3886,15023.147,12451.3953,18244.4336,14698.238,9412.3514,13945.921,10060.635,10843.7508,11906.8288,9869.4923,9234.062,13852.2133,10218.255,13485.605,8743.802,14042.9713,9862.754,8325.114,6350.744,10423.408,8607.242,8842.0202,18234.2266,17291.4727,18429.075,7956.429,16061.8367,19058.699,10914.6308,11661.7932,13409.1379,8585.129,11551.181,8374.828,12852.395,12731.3047,10601.236
Rep_geminiviridae,15101.662,14199.077,14305.974,14667.521,14241.543,14879.372,14443.681,12946.201,12771.655,13818.286,14043.139,14080.7795,13891.413,14354.37,13711.455,11312.547,12971.878,11837.946,12743.482,12929.372,13589.476,13160.059,13460.998,11683.157,12634.685,11948.642,11884.353,12868.803,11768.176,11991.169,12808.437,11938.891,13198.214,14776.202,13764.497,14701.17,12326.111,14472.108,14827.9482,12928.455,12527.328,12267.447,11752.256,11603.043,12067.312,12704.584,11769.815,11271.677
ResD,911.3734,683.1143,849.4749,966.5652,898.4887,772.986,826.2671,908.8457,0,757.8441,1000.921,0,603.889,667.8464,658.8103,666.1508,737.7445,623.8058,862.3016,598.7206,746.981,799.3815,868.8758,0,1076.009,749.5037,901.4865,1521.189,759.8973,891.3425,871.5661,1042.631,639.4544,773.3327,831.9056,1063.809,751.9986,972.2041,1050.367,787.1127,748.3131,631.1129,705.9539,1021.57,0,981.5546,1015.516,832.7708
RgaE,18756.0005,18273.6739,17242.1592,17749.0715,17237.3454,17337.959,18639.0667,21721.4303,15224.87,17667.0679,14010.7112,17102.2968,20427.7484,17795.2688,19012.1961,20852.7968,18997.0175,19265.6083,20417.0796,20463.879,22023.8287,20022.5141,19457.1008,18077.2954,22836.7199,23147.9836,21313.608,19700.2459,20430.124,22128.3984,21704.352,23197.0027,24822.382,20190.0119,17003.6645,18663.6289,21254.033,18900.8592,19955.075,19145.738,20142.5543,23013.8608,24859.2492,20748.3466,25148.0361,23476.3015,23346.682,23217.3858
Rgl,9963.131,10204.287,10538.5644,9910.947,9842.567,10323.341,10149.9351,11285.9327,9671.877,10987.1606,10741.8277,10181.431,10587.9366,11752.9518,11101.964,11371.603,11608.897,10391.544,11803.2946,10926.9323,10745.1805,10570.721,12443.0792,10430.023,11974.0516,9676.0301,11554.959,9504.862,9581.325,10312.046,10337.5502,10385.893,12051.4302,12477.5588,12491.5964,12643.1325,10911.0995,12178.1772,12240.5909,11530.9164,11050.938,10249.387,10292.1765,10457.2651,12985.413,11935.772,10111.9007,11157.9963
RndA,74867.5738,72963.1689,74730.947,73301.5282,73922.869,74062.4182,75959.7432,78414.9614,65722.791,77280.8998,69370.4829,71649.57,76597.0544,71861.0325,76292.6988,81882.0734,70703.3725,76234.8059,76417.9994,75311.6215,80026.9657,75491.0986,73142.9687,72272.5451,76770.1215,79366.8028,74747.1757,77962.1136,75139.9628,76876.9117,76367.4527,79319.7262,79558.4207,75733.8357,71535.533,71887.1801,76334.321,74811.5411,73660.9743,77852.9841,78678.5162,78277.5462,75683.5368,75484.049,76803.517,81265.3953,75051.5115,79501.2371
Rop5,6060.773,6411.065,6268.612,6135.343,6892.854,6041.215,6277.227,5835.563,7633.453,6359.106,6460.751,7072.876,7885.64,6433.643,6919.111,6017.756,7749.803,6963.268,6752.695,7027.435,8231.357,7180.948,7401.196,7981.857,5671.863,6823.147,7291.017,6532.682,6963.543,7696.964,6789.926,6319.266,6718.8,6025.602,5832.882,6004.467,7788.137,5443.125,5585.862,6908.243,7440.275,6756.736,7012.476,6994.105,8316.358,6187.849,6533.752,6517.337
RseA,3199.4213,3199.5644,3316.015,3564.138,2714.7422,3360.906,3590.579,2778.8667,1822.789,3043.3212,2917.4703,1565.034,2590.3012,2770.0448,4594.228,2783.2992,1705.079,2437.3675,2470.5507,2632.228,2801.9472,2566.4505,4716.997,1655.656,2286.0615,1489.276,2301.9156,3202.939,2347.4459,2179.7893,2643.489,2774.1271,1784.7672,3336.939,3101.5793,2833.5946,2276.1619,2998.6381,3831.856,2839.12,2413.8993,2544.7057,2102.8427,1599.993,1583.122,2626.2465,3001.416,2297.364
RseB,1614.092,1584.977,1821.249,1505.865,1633.391,1744.841,1827.033,1161.495,0,1511.3,1665.168,1711.115,1367.343,1447.101,1571.244,934.8201,1265.186,1076.96,1386.863,1346.867,1406.939,1005.749,1338.835,1090.216,1546.782,861.9364,1425.338,1035.797,853.416,0,1160.452,940.6698,1053.608,1366.942,1758.399,1427.952,1330.672,1537.231,1585.182,1321.592,1257.01,1211.796,789.7918,967.58,874.7745,1704.616,1317.586,974.2018
Rubisco,43964.696,46343.505,44190.8025,45519.599,42092.386,42449.074,43631.469,41579.518,38809.96,45736.407,43511.881,42223.2149,41711.9498,42414.666,43454.3009,38390.922,40276.9041,41357.298,40561.167,40875.161,39841.675,38233.138,40523.7947,39888.237,37836.994,37452.472,39232.782,37770.974,35474.232,37904.754,37787.687,39109.295,37550.15,43790.8421,42308.0912,41528.382,38395.554,41936.518,42513.0124,39252.953,37689.557,37348.035,36773.746,36437.806,37614.58,37290.07,34981.094,35782.169
Serine_protease_inhibitor_Oomycetes,2771.2387,1783.665,2402.2168,2812.3216,1480.377,1644.099,1923.121,2495.6074,0,2757.0763,1596.931,2752.865,2725.7,1823.873,2290.4403,1925.1146,2138.4386,1959.4582,2886.1369,2878.2341,2082.0379,1916.5661,1310.91,1161.116,2217.5351,1833.411,2014.8848,1527.1385,1055.162,893.0403,1938.1776,1827.14,2312.975,3144.945,2876.0268,2801.9139,1654.4416,3042.372,2010.625,2243.9413,2343.1082,1967.6105,1150.244,1443.536,1735.7252,2055.7676,871.5765,2017.8188
Sid_bac,1629.01,1782.584,1886.794,1873.027,1511.954,2064.446,2019.132,1373.169,1313.094,1924.475,1792.312,2005.598,1417.585,1562.269,1488.29,1529.045,1309.502,1262.626,1288.883,1255.812,1013.595,1207.964,1534.48,1182.61,1138.861,1008.371,1068.341,858.2451,926.3196,0,1070.934,805.9155,1054.286,1665.27,1860.04,1818.565,1042.848,1680.67,1895.051,1306.753,1374.107,1411.549,957.105,1159.236,1174.403,1016.105,1470.25,1067.518
Siderophore_transporter,5860.0142,6809.797,5841.522,5638.5941,6170.496,7778.703,5693.03,6006.621,6708.815,5901.325,6145.2424,5659.2622,5608.468,5760.4746,6760.3167,6666.889,5537.966,6354.867,7435.3292,7275.593,6450.742,8285.245,6206.5068,5728.394,4900.3,6284.383,7334.236,6663.318,6913.642,7724.307,6397.138,6602.881,6934.027,7371.334,6633.05,6097.402,6726.35,7047.86,6038.0455,6555.68,6921.314,6627.695,7383.9253,7180.222,8082.465,6783.339,8312.289,6573.075
Sigma_24,173734.0355,173889.2575,171815.8142,175918.8969,173624.9394,175801.2213,170231.3133,187026.2575,153896.655,167857.9588,157354.5723,162376.3524,169580.6085,164227.9732,167779.7581,194775.9321,158865.7421,172257.1943,173782.4671,178671.2377,178736.1766,178611.5588,168180.4118,164594.8966,178987.1348,177689.515,175379.2787,168275.3534,170345.3894,175008.9814,181351.9667,182961.0542,186526.1968,181877.7095,180893.1406,171168.3912,172938.2526,187636.2011,170113.917,175071.3256,174082.8155,174854.4287,177079.1318,169614.9978,171369.1094,179218.5892,176355.6095,176161.7039
Sigma_32,40854.927,42177.5588,41084.4991,41568.0608,40119.7739,39809.6632,40222.1815,38153.1838,39564.3939,41216.5336,38055.9718,36834.415,40525.3866,39955.857,41062.572,34931.1038,38502.167,38996.4733,38524.1543,39910.6901,40259.5298,39323.128,37885.4583,39802.4467,39370.0645,39956.5335,37805.6225,41427.0229,38958.4485,37447.821,37576.6346,41047.5283,40394.4281,40052.0415,37446.6695,37629.917,39331.9774,38593.1313,37438.7453,40462.7111,41655.1938,41124.0932,41376.4199,38396.6457,38271.835,39722.6907,39322.0164,42723.109
Sigma_38,5762.6368,5998.0241,5928.4818,5928.4092,6360.4691,6082.7464,5649.5322,6516.153,6345.081,5816.218,5551.8943,5902.9,6618.443,5797.2884,6158.975,7308.331,7036.792,6641.529,6685.852,6845.7059,6668.249,7458.129,6663.657,6661.711,5902.783,7612.981,6282.328,6566.369,6936.987,7723.27,6791.441,7143.972,7159.547,6048.341,5913.1132,6500.0069,6518.261,6433.773,6444.451,6158.231,6202.231,7205.206,7101.102,6577.571,7676.084,6950.653,6170.781,7131.815
Sigma_70,64809.8321,65620.5343,64884.1738,65072.3311,65899.6782,70002.6276,68724.5571,63141.808,58458.426,60561.2693,63557.103,64135.2233,58368.3251,64939.7349,63045.2196,60606.7682,59692.8472,62331.1578,60958.8605,64032.8544,62986.6289,63685.9248,63019.2448,61012.7608,63273.2564,62904.6691,66549.1591,65506.9003,62993.3939,64107.4695,63521.8495,63429.9288,63648.5434,64731.0448,64765.03,64208.7878,63161.427,66921.3639,70817.2399,62039.4299,64900.6022,62066.4094,63339.7637,63465.0829,60722.2402,66767.5097,61848.1316,64198.5302
SilA,26724.972,23578.16,22248.503,25601.014,23387.785,28056.975,25547.183,24763.381,18222.694,25389.812,27275.107,24104.886,23935.68,28261.056,27154.702,19955.192,22552.624,20619.585,22790.382,21099.812,21200.526,22194.839,25547.336,19670.46,24627.282,18570.321,23684.471,17650.608,16343.691,19914.03,19095.472,20582.291,25502.714,30350.575,27818.359,24794.329,21220.24,29411.789,29668.35,24209.377,24105.02,21850.097,24368.389,22570.093,21403.234,25215.746,22278.877,20931.317
SilC,67267.8514,67105.8334,68929.6515,65867.3818,64081.7458,64398.4617,69874.1621,53769.0909,57515.74,68067.2225,70981.116,72457.7184,65188.9124,62028.7979,73443.6368,57159.0466,61507.679,60010.3367,62111.4135,64930.4836,63841.9762,61570.6488,62473.373,64803.6132,63397.7889,56605.153,64248.7816,64555.9324,57655.8241,56797.249,60571.5457,55097.4781,56317.4898,67337.2296,77616.8165,64303.2197,63317.8659,62885.1705,74205.9371,68920.1207,65027.3405,58013.5105,61480.446,62966.188,61177.9819,63671.3755,59494.7833,58278.068
SilP,49905.697,52716.1968,50687.4291,52664.0707,49690.4644,49458.5585,51988.8625,53409.5751,53812.081,52383.1244,53788.4011,51905.4911,51787.654,54308.685,59474.6959,47534.5257,51829.545,51277.9538,53478.7694,52773.039,52466.1105,53328.3572,52035.734,53917.127,48377.7365,50485.2909,53606.7747,51892.5965,50296.4815,49737.0494,51635.7105,48910.1406,49320.7294,51987.7647,53537.3238,51346.2106,50709.6494,51389.8015,58762.9253,53387.7951,52971.7863,51860.8509,55093.355,53704.2753,54873.184,50915.9238,49405.0519,52062.0488
Sir,35728.678,35068.3012,35444.8162,34146.6702,32187.7123,34788.7367,44114.1067,30519.0618,28626.76,30995.978,35109.3609,31754.5072,27355.5013,35444.7137,30568.5781,25570.9317,26840.819,24990.9795,25802.1803,25860.9959,23653.6711,28066.5775,28726.4983,24699.9405,30318.4227,26998.6706,32042.4782,32177.9044,26193.4822,26465.1358,27393.9442,24402.4384,21016.8904,30872.9754,33034.7039,30297.7647,23607.3199,32561.9794,34837.3142,27909.1714,31837.4876,28913.5572,26114.7966,29557.158,21695.696,30033.8061,28990.5593,27042.7617
SMR_antibiotics,109333.3861,112595.5821,115108.14,111831.8106,112158.92,112267.8198,112352.7228,99910.2002,103169.773,105803.619,109337.6329,108260.9397,108266.5246,103290.4196,113114.567,108169.3918,104156.8319,105749.2447,107652.4727,111041.988,108962.4123,112778.5257,108185.9392,111416.6784,99853.3132,104036.3398,107664.9302,105675.3358,102063.3958,105632.1088,102883.7592,104238.3468,97036.575,109069.4372,110195.424,108909.7182,105377.0569,112021.901,125968.3249,115329.2277,108433.7266,105974.6798,107325.0521,105112.4551,96965.4694,100025.0686,108572.8342,106058.5048
SmtA,4784.842,5282.853,5369.181,4665.22,5360.189,5272.33,5067.553,4499.365,4681.055,4925.306,4841.431,5413.959,5748.592,4751.209,4751.973,5294.157,3842.228,4757.58,5665.548,4987.449,4464.067,5011.289,4152.713,4151.726,3923.05,3646.77,4244.939,4212.732,3902.044,3337.376,3887.859,3828.389,3485.599,5307.344,4910.577,5292.026,3356.965,5322.662,5617.175,4306.223,4211.826,3800.125,4054.673,3872.167,3712.992,3731.409,3583.754,4198.096
Sod_CuZn,7958.577,7839.449,8586.342,7702.887,8418.739,7512.203,8408.436,5941.87,6953.433,7588.408,8285.871,8637.86,7567.373,7089.542,8313.522,6186.74,6670.665,7073.346,6923.324,7528.892,7760.882,6794.42,7839.61,8019.885,6299.861,6133.996,7292.081,7555.688,6258.887,8005.85,6467.072,6319.792,5039.601,7268.477,7030.572,6870.57,7350.508,6286.258,7052.601,7478.383,7244.639,6220.167,6652.761,8764.701,6809.422,6921.187,7068.547,6694.896
Sod_FeMn,36345.9723,37148.4317,37050.6146,37451.6416,37030.2243,35338.4356,37765.8987,37829.7834,30563.945,35013.2056,33404.8213,32867.4658,36389.9122,35353.291,33265.2841,39238.0812,33097.2986,36220.728,33549.0371,35007.3593,35650.3916,35488.9039,35244.1756,33067.2633,37153.0503,35700.3488,34791.4715,37874.9735,34401.3012,33093.6265,36174.0814,36803.7556,33343.315,36545.6088,35335.6483,35647.75,35884.1283,35945.5738,39174.0672,36439.2784,36818.8776,36521.7336,39160.6361,35426.0984,31122.4663,37872.7379,35964.2239,35237.6667
Sod_nickel,2533.79,2914.739,2714.921,2487.873,2712.246,2374.093,2806.533,2809.649,2253.528,2550.473,2617.876,2546.558,4059.796,2506.1,2392.957,2812.852,2194.575,3545.206,2822.027,2972.812,2861.753,2539.943,2543.088,2683.127,2713.269,3646.721,2149.518,2735.736,3624.19,2684.087,2563.637,2649.243,2358.894,2897.516,2145.134,2943.183,2382.072,2370.202,2547.425,2484.013,2324.084,2812.794,2330.025,2375.736,2554.451,2232.025,2148.332,2261.299
