Gene,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
SodA,70572.9788,71146.8082,69702.5601,71963.3746,65869.851,72011.2674,70200.1027,59103.4019,53910.739,68649.5051,67310.191,65671.184,67744.8053,70108.9368,71080.309,57147.324,58133.711,63189.2414,62029.634,66281.8446,61761.6617,61817.715,61303.408,58996.5479,62273.7852,55785.7404,61161.0372,59989.1923,52613.0578,54630.0283,57287.5406,55385.9861,58074.9549,71320.3256,70276.4122,69567.4657,61680.6324,72877.1775,73658.39,66369.4224,62248.64,60274.6325,57189.858,61979.788,57362.5119,63716.4068,54988.669,55270.4836
SoxA,5917.335,5447.168,5919.16,5366.12,5652.028,5232.947,5403.697,5512.58,7469.736,6571.421,6813.764,6221.726,8175.647,5932.198,6432.49,10083.05,6765.234,6951.687,6479.127,6691.349,7458.614,6425.341,7415.8,6757.571,5176.909,6149.163,6917.198,6524.293,6255.871,8028.315,6687.337,6075.735,6844.479,5495.87,5739.494,5812.722,7229.462,5229.319,6127.157,6315.598,7797.654,7505.688,7332.527,7401.135,8003.565,5973.046,6752.324,7934.783
SoxB,810.9627,712.8953,732.903,768.5824,898.3001,822.3585,728.6515,655.6915,0,665.5002,0,608.1482,555.2058,0,588.1168,1288.73,0,858.8992,0,749.2029,837.1518,0,0,746.2183,780.7484,966.2694,599.9603,872.6712,827.9462,765.9682,952.1759,682.5088,801.6137,662.2469,0,0,822.1484,579.6743,614.7507,703.3016,794.9368,730.7612,845.6612,0,0,656.4332,1140.38,866.0128
SoxC,4300.157,4277.979,4042.337,4322.331,4608.129,4254.407,5183.9,3787.501,3591.662,4692.926,3630.947,3987.825,4402.052,4737.742,4751.803,4117.999,3466.096,4426.986,4359.713,4708.114,4256.23,3993.693,4159.725,3641.173,3957.966,3759.282,4518.902,4009.133,3699.241,3696.936,3928.734,3745.094,3480.838,4540.108,4430.275,4072.283,4028.543,4239.204,4181.732,3909.947,4276.949,3915.739,4284.55,3991.834,4065.021,4225.934,4458.713,3387.91
SoxR_OR_marC,73067.3517,78055.8782,79279.1754,76549.9432,79054.0512,76490.756,79031.7483,74000.5215,75268.164,76673.7137,84751.159,79018.885,72594.4092,81814.0846,78210.1147,45566.3634,77367.5776,79842.0453,75116.4179,86286.3324,77149.0087,69245.9762,83685.0554,90235.3722,73780.268,75541.6251,77134.867,84133.3027,74830.4357,68586.482,80674.013,69885.3079,70920.0408,70526.2095,71782.7515,74774.8792,74906.5357,74038.9795,86597.21,74197.5766,66482.9088,71028.7474,73117.5355,70841.727,65539.894,74813.7896,75318.8103,76547.691
SoxS,13934.97,13915.172,14483.297,13254.649,14497.939,14974.78,14556.443,12050.954,13147.698,13589.769,13341.8,13455.649,13346.8,12720.946,12889.695,13444.835,12196.216,13678.209,13429.219,13544.485,12926.306,12903.574,13726.574,13251.298,11610.206,11533.369,12868.927,13170.624,11497.948,12849.382,12521.032,12672.658,12117.47,14843.579,14941.731,15073.279,11922.702,15375.591,15351.653,13623.272,13328.363,13060.02,11770.701,12682.024,11258.382,11908.092,12359.927,11196.149
SoxV,2052.53,1657.753,2158.366,2133.794,1985.607,2004.592,1964.709,1846.911,2329.235,2524.125,1866.034,1835.104,2236.436,1888.295,1713.439,2209.006,1922.983,2834.75,1862.148,2031.08,2272.168,1887.059,1765.463,2083.94,1821.117,2050.176,1807.747,2166.487,4355.757,2071.258,2008.062,1901.341,1866.092,4170.716,1831.793,1664.888,2186.252,1883.333,1774.958,2151.572,1733.922,2167.294,1587.613,2073.429,1857.5,2139.233,2008.747,1621.154
SoxY,39919.1764,43615.3217,42654.2433,41713.2482,40588.518,43286.8333,42906.0213,41451.6125,37633.321,41907.9512,40231.1308,43347.9219,42393.2489,43702.0822,45275.7582,37668.4389,37887.474,39027.839,41518.0542,41053.2345,40261.4265,40259.575,40530.5948,39232.5026,37662.2921,38294.9212,40762.675,37567.3297,36516.291,41437.5304,37979.4414,39946.453,41863.2038,42731.6993,43086.9683,42014.0784,40572.0989,43090.4837,44947.5438,43238.416,42504.2098,38775.277,39611.6473,41924.902,43083.1271,39393.7468,40668.4419,39768.9477
Spe,19138.7273,19914.487,19541.0994,19152.12,18909.751,19372.12,19391.623,17995.582,20703.102,18679.144,19128.195,18446.097,17936.28,19671.675,17894.102,16736.167,18324.712,17899.522,17520.647,17686.18,17678.693,18467.357,18165.676,17406.291,19239.164,16660.449,18744.977,17774.941,16764.518,16382.818,17659.647,16686.531,16200.107,19710.927,19789.9233,20324.04,17593.704,19564.1898,20531.521,18887.44,18254.951,17554.066,16636.397,17325.189,16612.49,19548.922,19803.607,18307.658
Sped_bac,6076.581,8522.1258,8875.1454,7249.5105,8553.4335,10667.582,6671.5272,10259.6182,10470.209,10653.5043,7909.191,8411.7036,9270.4948,8521.8779,9296.5856,13733.9585,8348.1423,9664.6621,12786.0508,9202.0398,9845.0565,10847.005,9226.1609,9191.2576,9757.7974,10990.6793,10459.4352,10718.9706,11968.4012,11880.82,9881.655,11416.9854,10771.8604,7527.934,8097.1083,8328.1005,10121.2518,9393.3832,9903.2765,8844.3441,10177.3777,9779.6945,13169.6162,7768.1591,9806,9792.4417,10229.7615,11186.63
SpoT,27496.8037,26656.1533,25992.7117,26851.6598,21897.1701,26288.4653,27137.0241,21830.6296,20137.575,23468.215,23671.786,23054.8211,20397.4239,25115.015,25537.0219,21142.5248,19931.158,18469.069,19692.489,21407.0057,19422.8004,21364.4227,22364.804,20314.547,24857.034,18239.7966,22985.0461,17417.7166,18833.4969,22062.6708,18238.6238,20654.8768,19667.9457,23323.773,24531.142,23409.1874,22452.4792,26722.0558,22809.8899,25032.183,23559.1491,23280.7017,19149.8533,21328.514,17448.327,23025.5076,23944.1963,22842.4964
Srt,9016.803,10386.612,8940.406,9423.465,9241.899,9806.606,9348.639,9601.235,10228.362,9979.745,9718.462,10277.279,10704.495,10251.358,10206.378,12103.635,9546.686,10929.121,10789.206,10379.475,10806.878,10806.191,10253.361,11470.64,10271.978,11504.765,10483.182,10413.564,10994.658,10517.151,10988.306,10937.439,10218.564,9163.282,9203.026,9135.186,10008.221,9738.964,9935.455,10276.152,10600.246,10899.304,11684.25,10733.222,11582.02,9866.209,9340.276,10273.332
Sulfate_transporter,0,783.4312,1053.353,1103.931,1052.694,884.4819,760.7229,934.3371,0,991.5102,1010.648,751.8661,769.5305,668.8365,781.2539,1567.173,0,889.4285,874.3217,759.0311,775.4472,850.6511,730.2379,0,992.9085,1041.61,863.6715,1157.37,1247.81,1113.823,1073.804,1116.595,850.284,894.3956,1162.697,1003.799,853.7109,926.8973,1195.849,1023.637,812.0573,912.1854,924.4269,1201.617,0,834.5098,899.0907,708.4018
Sulfite_reductase_protist,1241.881,1376.575,1201.18,1130.936,982.4201,1070.641,1877.222,1408.592,0,1339.099,1562.785,1076.37,856.8141,1659.843,1119.807,1206.627,0,892.8344,3137.965,1185.847,1429.472,736.3562,947.0273,740.8931,962.6548,923.1517,1098.963,713.0561,796.5554,1019.531,663.1664,758.4092,508.5138,1172.309,963.4958,862.5568,1321.718,945.3146,829.9749,899.6256,698.2486,813.1665,908.8137,2062.11,921.8884,772.4007,978.6386,796.4388
SycN,2082.661,2040.899,1867.967,2060.542,1249.215,3976.04,1935.754,2331.33,2613.614,1620.895,1863.463,1499.694,1325.272,2420.42,2669.558,3241.298,1375.975,1628.4,3641.052,1920.675,1749.724,4243.331,1915.993,1964.448,2331.153,2025.788,3584.122,1823.842,2283.584,4912.628,2178.539,3545.739,1518.325,2069.079,2225.702,2085.634,1819.757,2296.856,1808.036,2431.352,2384.088,1805.081,3520.896,2200.916,1647.886,3456.962,3630.262,2618.29
Tannase_Cdeg,4706.886,5562.777,5326.508,5671.989,6110.43,5654.33,4771.362,5716.175,4655.436,5440.495,4535.127,4413.306,5063.674,4726.131,4529.599,7184.688,6273.177,5999.354,4829.828,5159.74,5044.207,4940.936,5205.51,4370.844,6417.602,6012.015,5104.879,6702.103,5904.205,4950.381,5953.679,5313.219,5404.763,5643.423,5476.182,5340.334,4676.133,5117.074,5319.455,5283.728,4989.765,5201.096,4941.87,4685.323,5052.194,5358.058,4371.567,4849.515
TehB,8874.041,8877.191,9583.245,8289.98,9938.569,9087.645,7761.05,9885.982,9723.111,10015.408,8734.696,9486.733,9929.654,8889.285,9217.019,11698.601,9910.871,10917.066,9218.406,9735.199,9886.01,10056.765,9057.152,10262.877,11882.622,10203.851,8986.969,10487.049,10857.525,10382.195,9871.944,10755.553,11474.541,9131.272,9208.544,9416.12,9661.052,9074.575,9137.066,9677.604,9521.554,9453.631,10485.625,9818.583,10374.593,9505.005,8428.167,9930.047
TerC,186824.9285,189811.6866,194200.911,185715.5746,180521.0755,188570.3005,192309.3223,167618.9059,156237.9598,170705.7578,174467.7875,172125.2363,167441.4138,173463.9382,177624.0423,132995.9424,151136.766,163892.8283,163530.919,173882.7171,162453.2785,161348.5889,166495.3526,156658.5792,159170.0999,157647.1076,160015.5391,154247.0864,154315.3333,149785.4182,164259.6124,151866.1926,137913.5747,179290.3891,179416.3162,173073.0987,148652.4589,183456.0768,176418.6434,168088.9394,158535.6308,160231.4452,145808.4843,150622.1726,132168.7369,161259.9893,162846.7894,155598.735
TerD,55872.5442,56197.0767,54485.2427,58680.3228,56131.8011,55944.9402,54500.5477,60274.8991,50626.589,60588.8334,58729.2286,57729.5972,62028.401,57874.0994,61246.7795,60093.746,59612.176,62397.2,62105.5623,61365.9833,61204.2901,61005.366,64990.4005,63379.091,59452.1192,56720.4685,53539.4232,63846.047,56286.9822,57096.1535,61177.8619,62654.8594,63420.6042,60144.271,57947.445,59611.8324,59415.4149,64653.793,66307.47,59877.13,57646.8907,55769.8559,60163.785,59670.4502,57565.088,59742.5365,57074.9558,62133.3332
TerZ,0,0,580.4127,0,868.78,0,0,632.8144,0,629.6521,0,0,682.1055,0,0,1298.098,0,740.9519,607.221,0,685.797,0,640.2375,0,0,756.5912,733.6289,604.7058,642.3305,768.7967,0,893.9944,792.6499,700.6908,0,0,595.0609,0,0,733.3436,565.0785,588.2303,667.4925,0,0,569.4975,0,0
TerZD,55105.1897,54153.6316,57176.318,55527.2767,54558.5921,55337.7988,55281.2723,53680.3765,51596.531,53948.792,52284.3889,54934.8681,52078.1478,51147.3107,53880.6151,53986.974,52483.675,52081.3759,51102.8477,52701.0067,53928.1914,54449.3066,52059.6916,53872.5326,52751.2578,54031.4861,55936.9734,55014.9356,51125.1842,51807.0952,52890.9401,53293.2453,51296.1776,57182.5866,58916.7793,54931.5285,49432.1918,55165.1721,60849.8524,55715.7575,54255.4222,55038.9444,53462.2233,55524.8139,54083.8181,55451.621,55867.0526,54603.5866
Tet,16074.05,15126.975,15160.622,16033.146,16487.427,14556.927,14997.302,16325.678,14764.23,15427.968,13941.757,14336.503,16454.305,14812.72,14381.281,16137.929,15775.719,16495.729,16525.833,16904.93,17447.928,15974.649,14827.057,15753.703,16931.001,18262.137,15036.338,15939.686,17460.485,16703.469,16192.854,17251.171,17784.554,16545.529,14227.988,17136.319,17942.685,15236.495,14822.112,15878.605,15684.636,17542.814,17681.707,16194.686,16305.91,16309.73,14771.251,16176.343
Tfda,44510.1851,46098.4753,46253.7501,45181.1372,41729.9842,43230.0911,46372.869,41802.2612,38971.343,46213.83,41533.7155,42441.629,47778.0765,44325.8426,49494.0226,47571.1326,41247.3228,42355.167,42896.4198,44362.3835,45610.9438,46750.4892,42942.5822,40626.5715,42900.2308,42967.0246,44303.0806,40483.0512,41962.6716,44908.1342,39978.4242,46725.1419,43145.9854,48073.7573,42536.2624,43048.2221,43403.5882,46772.361,41872.1228,46472.743,43526.9595,44224.4721,42140.3277,44435.111,43749.2696,41446.6487,42022.6678,41072.5311
Tfdb,3585.103,3950.874,4518.376,3843.526,3557.291,3627.147,3305.109,4259.563,4399.273,4217.234,4609.165,3901.744,5200.055,3917.072,4742.43,3899.451,4936.829,5273.799,4624.583,4898.525,5592.894,4771.08,5035.062,4957.844,4097.078,4581.779,4100.008,4167.176,4184.246,5153.188,4966.461,5295.889,6657.218,5339.261,4427.923,4317.969,4788.726,4142.211,3671.194,5439.053,6029.859,5216.208,6084.358,5758.471,6250.314,4955.819,5228.777,6053.545
Tfth,27485.833,27228.466,27103.195,28093.635,26259.309,25963.588,27421.91,26152.183,26326.527,26502.809,27373.054,25664.593,28173.467,27602.593,27496.161,21334.062,28456.034,26906.353,26901.189,28556.202,27471.387,26475.825,27082.44,28155.462,27527.215,26613.427,24835.073,26261.411,25604.775,23941.913,27265.462,25670.144,28134.792,28937.268,27101.061,27707.314,24626.485,27854.908,27347.412,26274.021,23899.351,26544.113,26143.922,26551.712,27448.403,22680.717,23612.91,25254.131
TIM,18662.54,19231.3571,17625.149,18091.3057,18092.0026,20805.776,18513.5384,18684.29,16788.141,19369.2019,19041.059,19119.7166,20194.7132,19030.4346,21828.6665,19581.4888,18262.3997,19118.314,21374.26,20211.3496,21134.7692,20421.1783,19537.008,19217.8692,18567.8386,18311.048,21165.1501,18666.5943,18653.7699,20988.459,21090.327,20931.8327,19626.9773,20157.5791,18932.127,19400.0035,21126.5707,19364.0266,19060.819,20125.403,18900.4392,18271.2497,18536.178,19864.0659,19310.291,21386.4953,21779.3887,21352.3195
TktA,53996.2896,52021.0233,52944.7204,54776.4443,54379.7389,58555.3898,52804.3726,56527.814,43669.986,54368.2581,50713.0446,47664.2855,51691.986,57313.2169,53412.2784,51162.0879,52062.896,49735.9875,49966.349,49346.2503,49313.3761,47664.7935,48926.7315,48739.4685,53061.0729,47162.525,49878.9356,45671.3503,42389.1677,45313.6327,45078.2769,47382.496,55668.8144,59001.7213,54718.6627,54400.7238,48786.9221,58680.1302,56201.1099,51758.5295,49501.9478,49769.4783,52457.28,50154.419,48066.8382,56805.5094,47517.6104,51266.2621
Toma,3441.072,4187.938,3878.777,3705.847,4412.506,4299.656,3418.19,4822.262,4512.305,4424.753,4397.968,3953.339,5103.54,4569.539,4698.299,3645.677,4933.404,5198.911,4945.855,4299.596,5045.607,4902.021,5213.348,5588.482,4492.341,5988.766,4250.996,4333.439,5686.916,6095.653,5230.15,6015.603,6420.859,4508.39,3732.511,4177.327,5833.906,4374.922,4071.252,4693.066,4698.526,4845.44,6113.023,5940.746,5886.721,5093.916,4493.731,5842.194
Tre_fun,20631.132,22411.9264,20908.4988,21950.6931,21766.8674,21368.851,20433.8428,26353.0114,20962.125,27130.6564,21053.032,24958.035,26532.9327,21853.1247,27078.2862,21521.3277,24233.139,26991.6483,28765.587,29629.274,30419.5863,28126.8928,22983.5318,22949.098,29676.4567,29794.7226,26419.812,23934.6478,26090.2163,29669.184,27963.5902,30910.803,37786.5073,25481.1358,25401.0685,22602.7467,29821.0804,23414.36,22649.764,25786.573,28449.3099,26599.5368,35201.0723,32150.796,36565.8849,27653.9913,25498.691,30026.866
Trk_fungi,1843.7519,2069.934,2398.151,2034.1888,2125.3704,2467.5865,1825.436,1151.089,2824.351,1608.651,1950.8849,1837.1023,2371.27,1146.979,1994.1918,2282.0114,1824.458,2006.1302,1751.6073,1659.4149,2910.7636,1888.2628,2395.991,2032.1071,1557.1524,1690.9515,764.5208,978.4125,1604.5189,936.9126,1920.5187,1652.5377,1434.7384,1975.1585,1336.978,1543.383,1806.6431,1341.931,2029.8695,2155.7781,1506.9472,1848.0735,1650.3108,965.0392,0,1852.8195,5253.1784,1563.9179
TrkA,55746.6659,58158.7335,55733.4173,53000.2946,56368.4585,55221.2604,53472.786,61012.5516,43629.022,56633.6477,50074.547,52774.3087,58438.6496,55007.4554,58946.5021,58971.8549,51851.7423,58454.193,56599.7135,59741.788,59520.027,60182.6252,55628.9034,52814.025,58297.2972,61023.7372,56940.3539,56199.2432,58772.2344,59119.9636,56637.97,61347.4113,63135.2061,58039.6597,53410.2143,55295.2017,62555.4716,56449.0177,55379.8555,57838.0881,58263.8767,57838.6483,61413.685,63127.9837,56423.6528,59354.1944,56850.0471,57599.2144
TrkGH,43831.1467,39909.735,40895.561,42894.1451,39882.4437,40408.8129,42559.51,35808.2761,32538.394,41162.96,43524.624,43864.6923,38686.1058,39993.3364,41123.721,33760.4796,35973.794,34700.5822,36480.674,37622.31,35112.4713,34763.4333,37956.623,35423.7692,33782.9084,32337.448,35088.562,31614.0364,31891.0705,28835.9338,31559.6596,31525.7864,35662.3771,44080.3994,42356.3965,40150.4816,34313.3847,39830.3484,40648.1733,38613.902,35288.7575,38357.4061,32386.9993,34127.425,33129.931,34931.5273,32682.8771,34159.9864
Type_III_secretion,693.9419,1002.241,853.6578,793.3203,797.4648,1054.075,858.0254,719.5023,1111.531,1019.909,926.5072,1065.952,1076.953,945.0481,852.8794,760.4002,1163.043,1199.453,831.6777,822.9524,1093.748,1009.854,1084.209,1148.858,1028.874,937.2336,1131.893,1028.009,1353.916,1447.564,913.5481,1161.987,1000.18,787.6097,823.6033,780.6238,950.9333,738.8993,724.0073,1076.887,1173.471,1233.32,1040.503,1155.405,1369.617,881.724,974.4687,1542.182
Urec,50673.0593,49288.5726,49019.7664,49960.3819,50939.3473,49197.6263,50250.0602,54117.5725,49095.589,50517.1174,47024.6201,47679.283,53612.281,50000.3724,50240.1442,56749.5309,49381.5401,54670.7254,53570.1681,53628.7326,55606.4424,53029.245,48089.9687,51456.5066,56022.0393,58638.1625,52129.6214,52449.0522,57433.5158,55686.652,58968.3253,55833.5922,60556.7642,55310.8852,50276.6333,50207.7553,54603.9522,52931.9129,49742.6608,54909.8372,53300.8944,56228.6089,58629.1811,54309.245,54539.9158,55765.7901,53118.1946,56975.6042
Vana,40377.754,41173.052,39739.309,41309.024,37914.172,39502.293,43031.7,34942.744,32057.141,42751.693,39624.837,38925.973,43438.95,41784.9378,41003.469,31624.873,35601.263,41705.655,42336.29,44431.607,40462.678,37317.867,42015.548,38902.182,35723.374,37915.596,40238.594,39284.214,37392.689,31515.036,38837.3976,34770.72,32670.291,39683.361,38098.4394,38171.541,35385.19,42566.871,39352.9136,38800.9615,37015.437,34240.8164,34726.6491,36842.626,32519.438,34972.688,33587.399,35138.4735
Vdh,14179.024,14092.819,14128.369,14209.398,13816.516,13870.211,13527.449,12897.005,12434.749,13122.059,13441.073,13219.369,12564.231,13117.016,12879.293,12262.163,11164.437,11618.583,12328.661,12480.858,11729.881,12307.045,12746.38,12139.765,12493.635,9721.596,11704.39,11390.636,10020.311,9895.85,11423.093,10886.675,10966.726,13382.68,13753.952,13867.812,11283.321,14025.234,15468.015,11902.908,11861.66,11288.402,10901.724,10745.78,10113.971,11153.5,10580.903,10255.387
Vgb,6231.802912,6011.727405,5224.27395,5302.661967,7531.95974,4295.464213,6437.310816,5981.200264,5310.306687,6486.290535,4553.924289,5703.93885,6463.099281,5429.643932,5377.249598,6526.50144,5412.88791,6592.163348,6482.703658,6659.72525,6868.148227,7268.106037,5249.643767,5434.384802,6908.378814,6422.622969,5615.779262,5904.663158,6265.834503,4787.114194,5751.054413,7541.535114,6190.130744,6712.815964,5533.274381,6356.353411,6655.341041,6094.519798,4934.968304,5754.46118,6189.025297,6902.717294,6185.299771,5059.071029,5790.614223,6147.483317,6263.832029,6720.825973
Vip,728.0943,0,701.0691,845.9717,0,1144.347,745.369,881.5914,0,0,0,1424.034,558.1164,1278.691,732.84,845.1198,0,562.4497,670.5261,837.3175,568.5205,942.4818,0,0,1002.089,611.6145,752.0374,702.1321,686.5495,1588.446,682.1522,843.9889,894.5763,977.2465,1113.316,1034.022,602.9777,1409.613,862.1224,648.7795,657.9445,0,0,0,0,1295.662,1019.761,0
VP1capsid_Caliciviridae,2700.822,2494.17,2767.528,2808.984,2764.136,2570.905,2260.152,3523.522,2216.494,2860.664,2499.754,2467.813,2898.976,2399.202,2981.536,3932.445,2775.796,2984.103,2979.833,3098.046,3070.84,3005.62,2866.077,3159.717,3091.668,3818.035,3347.858,2925.858,3629.37,3233.602,3370.701,3533.355,4034.692,2865.609,2993.529,2926.891,3242.806,2845.509,2674.507,3235.973,3318.302,3692.885,3690.797,3162.416,4018.107,3598.412,3435.846,3604.313
Xamo,13690.728,14932.059,13465.357,14515.7,13977.492,14725.244,14251.7,13721.254,14052.942,13843.861,13889.944,14202.66,15771.496,13918.652,14827.212,14210.696,13776.481,13737.989,14958.562,13955.764,13173.895,15132.649,15665.101,14410.825,13104.629,12740.009,14126.076,13160.351,12409.599,13938.397,12367.566,12924.717,13492.337,15258.315,14956.862,15254.999,14136.773,14727.791,14894.567,14752.202,14390.393,15075.715,13116.234,13128.153,14783.57,13820.282,14372.808,14091.071
XcpZ,3321.18,3127.363,3448.917,3493.053,3791.665,3383.186,3557.242,2807.838,4431.583,4514.747,4052.228,3674.086,4368.676,3702.621,3444.853,3025.949,4298.292,4331.188,3628.238,3652.638,4499.496,3722.114,4119.394,4482.336,3399.732,4156.747,3515.789,4469.532,4809.716,4408.973,4028.149,3703.834,4125.842,2777.879,2952.414,3280.348,3963.004,2986.087,2922.198,4450.957,3683.879,4125.406,4009.557,4414.998,3897.015,3171.57,3207.155,3595.672
Xyla,14146.622,14063.354,13774.7156,14311.8362,14442.842,14676.1582,13317.7286,15620.12,12860.351,13847.5619,11865.201,12562.9095,13528.8819,12667.6885,14255.5523,17532.116,12240.6221,15349.078,14563.0099,15741.7821,15062.8799,16092.7789,11323.8583,13403.8118,16517.571,17863.5755,15423.8619,14748.9101,15715.498,19663.2466,16151.3683,17874.7512,17497.564,14975.725,15582.1914,14943.024,17490.4637,16011.1862,15371.8445,15238.455,17374.1563,17389.0063,16289.327,16305.354,16201.124,17504.0095,15567.871,17353.084
Xylanase,26185.342,26957.2415,27559.019,27627.8035,28623.9399,27527.0527,26147.1971,27691.4207,25048.595,25846.678,23523.7836,26252.1508,27096.1973,24082.7226,25897.0154,29630.0754,26545.3739,28068.3456,29169.7408,30772.5336,27964.8276,28658.6948,28181.2736,26267.6772,25234.843,29730.0946,26228.7793,27831.3799,31021.6647,27963.3177,27365.9313,29426.795,27726.8333,27033.5554,29634.2237,28146.6409,28466.1173,28669.6131,26795.2561,31102.577,28384.969,30093.5833,28785.7189,27728.6167,26056.909,27182.5912,26928.9321,27063.7057
Xyll,4936.2748,5075.8186,4822.2249,4594.694,4881.8117,5445.5474,6046.804,4987.568,4572.678,5830.0314,5943.527,5901.5812,5875.4111,5191.044,6397.287,6350.656,4371.955,5438.8011,6872.478,5835.783,6785.695,5870.9752,4436.756,5443.543,6253.5657,6810.0815,6671.065,6620.798,7727.21,6493.549,5912.4846,5720.226,7783.451,4702.4212,5417.3993,4517.9018,6880.759,4564.7917,4824.8291,5767.2635,6488.079,5902.9806,7153.4232,7139.74,7526.921,6015.72,7320.626,7227.312
